Tweet,Location,Date
b'The corona virus is not here to stay in Nigeria becos it was made in China.',chicago in jesus name,2020-03-02 05:41:09
b'This Man Is Planning On Spreading Corona Virus Allover Lagos And Ogun State Of Nigeria As A Revenge On The Government And @mrnollywoodng Plans On Setting A New Trend Of People Volunteering To Help Fight The Virus By\xe2\x80\xa6 https://t.co/YTxzuaHL9O',"Lagos, Nigeria",2020-03-02 05:29:11
b'The irony of life!\n\nNigeria has just one recorded case of the Corona virus yet some citizens of countries with more reported cases and even deaths are running away on arrival to Nigeria just because a case (that is being managed properly) was reported.  \n\nHow do I explain this?\xf0\x9f\xa4\x94',"Ottawa, Ontario",2020-03-02 05:23:57
"b""@segalink @SIAF_NG We have nt even confirmed a real case of corona virus in Nigeria and people re just fidgeting, buying bags of garlics and so on. Now I can't even find garlic in d market to make my smooty.""",Nigeria,2020-03-02 05:14:48
"b""#coronavirususa: Pres Trump addressed Americans.\nThis is a Country that has President unlike Nigeria that has presiDEBT.\n*\nIf Buhari hears CoronaVirus is giving loan, he will apply, maybe they allowed corona virus enter Naija, thinking they'll receive foreign aids to fight it. https://t.co/Kvca0fepp5""",,2020-03-02 04:41:40
"b'Hold on a minute, Corona Virus has not infected any Black man that I have heard about. Even in Nigeria, It had to be an Italian. What is Happening? #morningflava #morningmotivation'",,2020-03-02 04:33:33
b'Hold General Muhammed Buhari responsible if corona virus spread in Nigeria @MBuhari @ProfOsinbajo @OfficialAPCNg @aacparty @OfficialPDPNig @YeleSowore @bbcworldservice @cnni @ZDF @RaiUno @FRANCE24 @AlJazeera_World',Germany,2020-03-02 04:17:29
b'CORONA VIRUS IN NIGERIA; UPDATE! https://t.co/LmR3s5cxrZ via @YouTube',Ph,2020-03-02 03:58:06
b'Niggas went as far as to send an italian to nigeria with corona virus my friend we are immune your western voodoo cannt wok',"New Jersey, USA",2020-03-02 03:43:54
b'[Breaking News] New Method Of Preventing Corona Virus In Nigeria [Must\xc2\xa0Read] https://t.co/ciPFaDoaUf https://t.co/cODIVGV0ar',LAGOS+NIGERIA+AFRICA.,2020-03-02 03:22:59
"b'@i2much4dem My gross is that, plane is denied hard working Nigerians stranded in other countries due to either, xenophobic attacks or this outbreak of Corona virus in China, but it is made available to repentant BH guys in Niger to convey them to Nigeria in style. What a country'",Abuja,2020-03-02 03:11:32
"b""@GarShehu Your statement shows that there's no nothing like Corona virus in Nigeria.\nA country that cannot cure ordinary malaria how can we overcome a deadly disease like corona virus.""","Edo, Nigeria",2020-03-02 03:02:20
b'@RealDonaldDoo Tell God I want all those leading Nigeria to contact corona virus',Africa,2020-03-02 02:30:40
b'#CoronaVirusUpdate Is it me but have you noticed all infected Corona virus cases in Africa i.e. in Egypt..Nigeria..are by NON Africans ?',,2020-03-02 01:56:22
b'Is it me but have you noticed all infected Corona virus cases in Africa i.e. in Egypt..Nigeria..Algeria are by NON Africans ?',,2020-03-02 01:54:24
"b'The way someone is fighting with me on my Instagram DM that corona virus is a scam and it\xe2\x80\x99s not in Nigeria, I\xe2\x80\x99m still asking myself if I work with federal government. \xf0\x9f\x98\x82\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'",...479 📍,2020-03-02 01:51:59
"b'@AllOfUsAgree @teroterotero @sciencecohen @nigelcameron Honestly right now, Nigeria is looking to be the best place on earth. There\xe2\x80\x99s only 3 cases of Corona virus in Africa right now (&amp; no one knows why) and their response system is the best due to the Ebola outbreak which they eradicated in 3 months.'","Albuquerque, NM",2020-03-02 01:06:04
b'Did anyone noticed that Nigeria have been removed from counties affected with Corona virus or have anyone seen the picture of the Italian man?\n#COVID19 \n#mondaythoughts \n#justthinkingoutloud',,2020-03-02 00:41:21
"b'@thenanaaba This am opportunity for Nigeria government to embezzle money before you know, they will say 369billion was spent for the prevention and cure of corona virus'",,2020-03-02 00:27:39
b'I her said corona virus dey nigeria',,2020-03-02 00:14:03
b'Cruise: Corona virus has already been in Nigeria. \xf0\x9f\x98\xb6',.,2020-03-01 23:47:11
"b'@LSMOH @jidesanwoolu @drobafemihamzat @ProfAkinAbayomi @gbenga_omo 100% effective in sterilization of any surface, steam tech at its best. Temp over 120 degree Celsius under high pressure kills any bacteria or virus on any surface. A proactive measure to corona virus and more. If you agree this tech should be used at Nigeria airports, buses etc'","Lagos, Nigeria",2020-03-01 23:30:29
"b'100% effective in sterilization of any surface, steam tech at its best. Temp over 120 degree Celsius under high pressure kills any bacteria or virus on any surface. A proactive measure to corona virus and more. If you agree this tech should be used at Nigeria airports, buses etc'","Lagos, Nigeria",2020-03-01 23:29:02
"b'Corona virus: We should all be vigilant \xe2\x80\x93 Buhari #NigeriaNews, #Nigeria, #News https://t.co/tdQyFnieRf'","Federal Capital Territory, Nig",2020-03-01 22:49:49
b'Corona Virus: Why the virus cannot survive in Nigeria https://t.co/hWA89wEqFQ',"Abuja, Nigeria",2020-03-01 22:38:18
b'@BlessingTangban But Dr joe abah and his likes are busy celebrating corona virus saying Nigeria is taking care of it morethan the US and Uk I just dey laugh',,2020-03-01 22:36:04
b'@NCDCgov @OkeStalyf @Fmohnigeria @LSMOH @USCDCNIGERIA @WHONigeria @FAAN_Official @JNkengasong @FMICNigeria @NOA_Nigeria @nighealthwatch @EpidAlert We all know say this Corona virus is an opportunity for some bloody fools to cash out. Imagine that line\xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86.\n9ja we hail theeeeeee',,2020-03-01 22:32:20
"b'Malaria burden is estimated at 30,000 deaths per month in Nigeria. Corona Virus: about 3000 deaths per month in the whole world. Use your mosquito net first before using facemask pls.'",Gombe Nigeria,2020-03-01 22:27:21
"b'Garba Shehu saying 822 people die from malaria everyday in Nigeria is sad. In 2020, this should not be the case and someone who works for the government should be deeply ashamed of those figures instead of bringing it up as counter to the media interest in Corona virus.'",10/03/13 Namo!,2020-03-01 22:18:10
b'Friendly reminder : Corona virus is in Nigeria',,2020-03-01 22:13:33
"b""@Tweetestboi_ph It did...pray that Nigeria becomes a great nation, pray that Corona virus doesn't get anywhere else in Nigeria. \xe2\x9c\x8c\xef\xb8\x8f""","Port Harcourt, Nigeria",2020-03-01 22:13:22
b'@SamAmadi @SamAmadi with ur fine chair when u re charge of NERCNG we are still getting darkness in every homes in Nigeria. Is it fine chair that stop corona virus in our country. What is ur contribution to Nigeria development.',,2020-03-01 22:13:01
b'In Nigeria  there is something  called corruption \n\nAs over 600 million  will be used to fight a corona virus thats non existing in Nigeria https://t.co/93Al7LMQ44',,2020-03-01 22:07:44
b'@thecableng @OfficialPDPNig @MBuhari PDP are confused.... now they want power by all means.... Corona virus will not give them power in Nigeria... competency is the matter.16years of ruling but no sign of competency in democracy...',,2020-03-01 21:58:38
b'*Corona Virus: 43 People Isolated in Plateau(Nigeria)  * https://t.co/vDOzpAlVcd #ElClassico #COVID19Nigeria https://t.co/KjJOP2lyuX',"California, USA",2020-03-01 21:50:11
"b'I don\xe2\x80\x99t get why spirit, hand sanitizer, alcohol is expensive all in the name of corona virus. Like we need to change our mindset in Nigeria \xf0\x9f\x98\xa9. Other countries are giving these things out for free as in freeeeee'","Lagos, Nigeria",2020-03-01 21:37:58
b'Corona virus is confirmed in Nigeria\n@channelstv #ncdc',Lagos,2020-03-01 21:36:18
"b""People in Nigeria doesn't know any side effects about Corona virus that's why they are hoping for it to reach us here in africa.may God protect us from this bad and unwanted virus amen!""","Kano,nigeria",2020-03-01 21:33:03
"b""@Yakaramat @dvillella @SamaritanOmaha @realDonaldTrump Trump had a travel ban on four African countries with no cases of Corona virus, Eritrea, Nigeria, Sudan and Tanzania,  not China, in January. \nI think that's why it was considered racist.\nIf you're going to participate in the gaslighting you should be more subtle about it""","New Hampshire, USA",2020-03-01 21:30:02
"b""@maryambooth I don't why Nigeria citizen are confused, outbreak of Corona virus in Lagos, one joker is traveling from jos to Saudi Arabia with bicycle, an Booth algorithm (royal model) is in d court trying to fight for her right. My advice is don't waste ur time an money.@Kamallira @ceedy_MX""",Nigeria,2020-03-01 21:25:22
"b""@miui_ng @DrJoeAbah @WHO U didn't really answer my question....those people are being disinfected cos they are coming in from Wuhan (the hotbed of Corona virus) upon which they will be QUARANTINED. Isn't that a different scenario to Nigeria in which u said ALL incoming ppl shld be disinfected...""",ibadan,2020-03-01 21:04:27
"b""Naaaaa fam, Corona virus can't even survive in Nigeria with this heat, I'm just about medium well done, I'm just missing seasonings...""","Lagos, Nigeria ",2020-03-01 20:51:28
"b'Corona virus: Infected Italian came to inspect some installations of machines, say Lafarge #NigeriaNews, #Nigeria, #News https://t.co/QoeMDF7ov3 https://t.co/BuCY6uHJQk'","Federal Capital Territory, Nig",2020-03-01 20:42:18
"b'When Patrick Sawyer brought Ebola into Nigeria, his name was all in the news - we knew a lot about him.\n\nNow an Italian brings Corona Virus to us, nobody knows his name. Not even his details.\n\nThe whites must forever be favoured in the eyes of blacks. https://t.co/owb2VqgLjI'","Lagos, Nigeria",2020-03-01 20:41:52
"b'Living in Nigeria \xf0\x9f\x87\xb3\xf0\x9f\x87\xac is a enough punishment, our body system is immune to corona virus \xf0\x9f\xa6\xa0'","Abuja, Nigeria",2020-03-01 20:41:21
"b'Coming to Nigeria is its biggest mistake,\nCorona virus should have collected past questions its the elder brother ""Ebola""'","Abuja, Nigeria",2020-03-01 20:39:15
"b'It was a corrupt mind that brought corona virus into Nigeria, if not, what brought an Italian, here'","Jigawa, Nigeria, @Fvm udus",2020-03-01 20:38:50
"b""@OfficialPDPNig @MBuhari @USEmbassyAbuja @inecnigeria @officialKolaO @10DowningStreet @GOVUK @UKinNigeria @EUinNigeria @UN @UcheSecondus @EU_Commission Is Buhari the health minister? If he address the nation will that produce the vaccine for corona virus disease? Abeg leave Buhari alone he's not looting like your party did to Nigeria. Your party use boko haram to loot public fund through NSA and CBN!""",Lagos,2020-03-01 20:32:42
b'@OfficialPDPNig @MBuhari @USEmbassyAbuja @inecnigeria @officialKolaO @10DowningStreet @GOVUK @UKinNigeria @EUinNigeria @UN @UcheSecondus @EU_Commission Thought you guys said he was responsible for the Corona Virus entering Nigeria.',"Lagos,Ikere Ekiti ,Nigeria ",2020-03-01 20:31:59
"b""@Mr_JAGs \nWhen the corona virus was detected in China, they spent less than $2million in building a special hospital for the virus. In Nigeria, the government hasn't built any hospital but has the gut to tell Nigerians that they have spent N960 million for the corona virus.""",,2020-03-01 20:30:40
b'@Fact Now that Corona virus is in Nigeria may I should go to that town and start life all over',Port Harcourt,2020-03-01 20:17:46
"b""Corona virus is in Nigeria you're still kissing\n\nI'm taking Aisha is still fucking""",asylum,2020-03-01 20:05:22
"b""I heard there isn't a case of Corona virus in Nigeria... How true is this?""","Port Harcourt, Nigeria... ",2020-03-01 20:02:17
"b'What if the federal government lied about the outbreak of Corona virus in Nigeria in order to embezzle the countries money ,\xf0\x9f\xa4\x94\xf0\x9f\xa4\x94\xf0\x9f\xa4\x94 https://t.co/57JqiwNdY5'","Lagos, Nigeria",2020-03-01 20:01:46
"b""@channelstv If only Nigeria can handle bokoharam the way they're handling corona virus currently, we for don go farrrr.""",Port-Harcourt ,2020-03-01 19:57:14
b'Some people can\xe2\x80\x99t wait for corona virus to spread everywhere in Nigeria so they can make mad funs from ripping people off but God will shame bad people',God's workshop,2020-03-01 19:52:51
"b'The first chinese medical doctor managing Corona Virus patient got infected and even died. His name was mentioned. Alas!!! In Nigeria, all we hear is ""Italian this and that, Italian bag, Italian hair, Italian bullshit"" \xf0\x9f\x98\xab\n\nWe need to ask more questions!!!'",Look behind you...,2020-03-01 19:52:49
b'The way Nigeria is hot (over 41\xc2\xb0C - 43\xc2\xb0C) I doubt if corona virus will visit us and suffer in such a temperature.',Sound city,2020-03-01 19:52:48
b'@DrEOEhanire @Fmohnigeria while we are trying to deal with corona virus. Can we also create more awareness on hepatitis virus. It is becoming a threat in Nigeria. So many people carriers and it\xe2\x80\x99s spreading like wild fire especially the rural areas.',Nigeria,2020-03-01 19:52:36
"b'GOOD MORNING NIGERIA ON MONDAY MARCH 2, 2020 WILL EXAMINE TWO TOPICS.\n1)CORONA VIRUS IN NIGERIA.\n2)ABOLITION OF ESTIMATED ELECTRICITY BILLING,HOW FEASIBLE WITH THE SCARCITY OF PRE PAID METRES?\nPLEASE JOIN THE CONVERSATION.'","Abuja, Nigeria",2020-03-01 19:51:59
"b'@MBuhari No any corona virus in Nigeria Mr. President the ministry of health did so inorder to get some amount of billions of naira for themselves nd their family, when you are their sitting'",,2020-03-01 19:50:56
b'There is no corona virus in Nigeria \n\nTake this from me \n\nAll the news is just to loot and generate  its own heat...',,2020-03-01 19:48:55
b'Another twist\xf0\x9f\x91\x87\xf0\x9f\x8f\xbd\xf0\x9f\x91\x87\xf0\x9f\x8f\xbd\n\nEbola was brought into Nigeria by Patrick Sawyer. He had a name. It was loud and clear. His name was Patrick Sawyer &amp; Dr Adedevoh paid the supreme price.\n\nCorona Virus was brought in by an Italian. No name so far. The Italian guy has no name.',Look behind you...,2020-03-01 19:46:33
"b'When corona virus started in china it was very scary, then it moved to Italy, England, Spain, Israel, North Korea e.t. c. They are all afraid of the virus but when it finally gets to Nigeria it has becomes a Joke.\nFear Nigerian o!!'",P S Lamar,2020-03-01 19:44:11
"b'@GarShehu There are treatment for malaria.. Your government should ensure every Nigeria citizen has access to good health care. Simple.\nCorona virus? No cure known, no vaccine yet. \nThis sum up how clueless this government can be.'","Kaduna, Nigeria",2020-03-01 19:39:41
"b""@Mr_JAGs @jidesanwoolu @drobafemihamzat @gboyegaakosile @gbenga_omo @ProfAkinAbayomi @Oreoluwa_Finnih @LSMOH @thetundeajayi @Riddwane @NCDCgov Thanks for the step by step report. And kudos to the journalist that put the LASG on their toes to commence the rapid renovation. \nIf what you show us here was done before Corona virus entered Nigeria, the earlier news of our unpreparedness won't surface""",,2020-03-01 19:35:50
"b""Hey guys I saw carona virus today crying  hard I ask him what happen and guess what he told me, he told me  he can't survive in Nigeria that the heat alone wants to kill him corona and the way Nigeria \xf0\x9f\x87\xb3\xf0\x9f\x87\xac people ready for am he dey fear  \n\n#upnigeria \n#coronavirusnigeria""","Lagos, Nigeria",2020-03-01 19:28:26
"b""What is the name of the Italian man who brought corona virus to Nigeria?\nDuring the Ebola we know it's Patrick Sawyer but this one has no name. I hope it's not what I am thinking?""",Lagos,2020-03-01 19:26:06
b'@ctvpolitics @seunokin the circumstances of the Corona virus entry into Nigeria thru the Italian should critically affect the thinking of our policy makers in terms of instituting stringent and uniform immigration conditions for entry irrespective of the Nationalities involved.',Nigeria,2020-03-01 19:18:59
b'#Nigeria: Three Chinese quarantined in Plateau state over Corona virus https://t.co/cTXDIxL2cq',Africa.,2020-03-01 19:18:15
b'#Nigeria: Corona Virus: South Korea\xe2\x80\x99s Catholic church halt masses for the first time in 236 years https://t.co/1iL9xoDqwd',Africa.,2020-03-01 19:18:14
"b'#Nigeria: Corona Virus: We have over 80,000 volunteers \xe2\x80\x93 Red Cross https://t.co/UcCnthZsgS'",Africa.,2020-03-01 19:18:12
b'@zbnfam Dont even go there cos Nigeria na dustbin. The economy is worse than Corona virus',,2020-03-01 19:12:12
b'@jidesanwoolu @ProfAkinAbayomi @Oreoluwa_Finnih @LSMOH @gbenga_omo @drobafemihamzat nigeria army unto you corona virus is now the criminal that is about to treating the life of nigerian which is against the constitutions of nigeria. Unto you generals in army force',,2020-03-01 19:10:28
b'@AishaYesufu All I know is that corona virus in Nigeria is a SCAM.',"Lagos, Nigeria",2020-03-01 19:10:18
"b'I appreciate the way Nigeria is combating the Corona virus,  commendable'","TORONTO, Canada ",2020-03-01 18:56:23
b'Scientists are currently speculating that the Corona virus cannot thrive in warmer climates...... Is this heatwave in Nigeria a blessing in disguise ????  Lolzzzz',,2020-03-01 18:54:56
b'King Udoh first Nigeria player to test positive to Corona virus in Italy. https://t.co/yVQs3pLPS0',Lagos,2020-03-01 18:51:02
"b""@ZaynabU1 @maduchris @Mozeed23 @eketiette @Engr_Series Some shops in china gave it out for free several weeks after the outbreak over there.\n\nCorona virus never reach 4 days in Nigeria.\n\nMany Nigerians would give it out for free as long as it's available.\n\nPrice hikes occur worldwide...nothing new""",,2020-03-01 18:48:43
b'It\xe2\x80\x99s so strange my country Nigeria \xf0\x9f\x87\xb3\xf0\x9f\x87\xac haven\xe2\x80\x99t come out yet with a movie titled: \n\nCorona virus \xf0\x9f\xa6\xa0 \n\n@Nollywood what\xe2\x80\x99s happening na \xf0\x9f\x98\x82',"Bern, Switzerland",2020-03-01 18:48:27
b'DO YOU THINK NIGERIA IS DOING FINE IN OUR RESPONSE TO THE CORONA VIRUS? https://t.co/rCm7zyZpup',"Abeokuta, Ogun State, Nigeria",2020-03-01 18:38:50
"b""There's no Corona Virus in Nigeria...\nY'all should calm down...\n\nThey've eaten their money""",Capitol Hill,2020-03-01 18:37:51
"b""I'm impressed with what I'm reading in regards to Nigeria's preparedness to handling the corona virus. But I'm still not going out till its all clear. 3 days in self quarantine and counting.""",omolasoo@yahoo.com,2020-03-01 18:35:37
b'My next door neighbors don\xe2\x80\x99t know Corona Virus is in Nigeria. You\xe2\x80\x99re either living under a rock which I know you\xe2\x80\x99re not or intentionally ignorant.',Nigeria,2020-03-01 18:35:07
b'@Kayodeoshinubi Very soon blogger go carry your case like \xe2\x80\x9cpopular Nigeria aspiring professor as this to say on corona virus',"Abuja,Lagos,ibadan,Ado",2020-03-01 18:34:13
"b'Coronavirus: All Nigerian Cases Tested Negative, Says NCDC\n===\nReprieve may have come to Nigeria since the dreaded Corona virus may have no foothold in Nigeria as all Nigerians Quarantined tested negative, says Nigerian Center For Disease Control, NCDC. https://t.co/5hnJUUH3pa https://t.co/iTJYa1EU8W'",Nigeria,2020-03-01 18:32:15
b'The Occurrence of Corona virus in Nigeria!\nPREVENTION is better than CURE https://t.co/YzpUkEWZG7',"Ilorin, Kwara state",2020-03-01 18:16:41
"b'@MchunuT Yes I am from Lagos Nigeria \xf0\x9f\x87\xb3\xf0\x9f\x87\xac, the weather is very hot, any corona virus \xf0\x9f\xa6\xa0 case there?'","Lagos, Nigeria",2020-03-01 18:12:19
b'Seems like Nigeria is fighting Corona Virus better than every country on earth...proud \xf0\x9f\x95\xba',Lagos,2020-03-01 18:07:08
b'First Situation report on Corona virus outbreak in Nigeria. https://t.co/zStKU3EteY',,2020-03-01 17:59:57
"b""@FRANCE24 Corona virus is even complaining of the heat here in Nigeria. I don't think it will survive for a very long time""",Nigeria,2020-03-01 17:58:31
"b""Corona virus or commoner virus. Which one is your name\nSo you are an Illiterate,\nso you didn't ask Ebola what He saw when it came to Nigeria,\nI have your medicine @PublicSquareNG  @MobilePunch @GuardianNigeria @NGRSenate @NigeriaGov @WHO https://t.co/yTx63ua3GP""",Abia State,2020-03-01 17:57:23
"b'Nigeria, one of best-equipped in Africa to handle Corona Virus - Research - https://t.co/3h3CuKOPYe https://t.co/hlCgx4heJ8'",lagos,2020-03-01 17:54:04
b'have you seen the prices of hand sanitisers and face masks lately... maybe a temporary close down of those stores exploiting the masses since the report on corona virus in nigeria.',Nomadic ,2020-03-01 17:43:14
"b'Apart from the health implications of the Corona virus which everyone is scared of...Have we really thought of the Economic implications??\nIn Africa, especially in Nigeria, we think we ""know"" more than God because we are too gullible. .'",Ahead of d rational thinker,2020-03-01 17:37:10
"b""Now that The Corona Virus #COVID19 has become a real public health threat in Nigeria, (particularly in lagos), Let's talk about safety &amp; prevention. \n\n@Drshonowo will be on @jordan105fm tomorrow morning at 10am &amp; will be answering all your  questions. \n\ntune in. https://t.co/Yeeu7uy4KR""","Lagos, Nigeria",2020-03-01 17:24:36
"b'On a very active, constant &amp; regular basis, the Buhari administration is on top of monitoring the Corona Virus in Nigeria up on till now. Actually over the weekend, Minister of Health was in the Villa giving a presidential level update and receiving instructions on next steps. https://t.co/FQaRBTdkOB'",Abuja,2020-03-01 17:24:15
"b""In the wake of the recent information about the detection of corona virus in Nigeria, Pls let's take a note of this\nIt's Importanter \xf0\x9f\xa4\x97 https://t.co/M6Xh7Tk5d0""",Nigeria,2020-03-01 17:13:38
"b'@pulte Please help  I need money to promote myself and kids against corona virus, here in nigeria Sanitizer price have increased by almost 300% since the first cases of the Virus.'",,2020-03-01 17:12:35
b'I think Nigeria has the best strategy to fight this Corona virus kudos to the federal government https://t.co/zEPo8LqtWI',Nigeria,2020-03-01 17:12:05
"b'@pulte Please help  I need money to promote myself and kids against corona virus, here in nigeria Sanitizer price have increased by almost 300% since the first cases of the Virus.'",,2020-03-01 17:11:09
b'Corona virus can\xe2\x80\x99t survive in Africa. Nigeria to be precise. https://t.co/zhRueiMqb3',Around the World,2020-03-01 17:09:14
b'I heard that Nigerian studying in China came back to Nigeria and unfortunately some of them bribed the airport officials for them to bypass corona virus test \xf0\x9f\x98\xa2\n\nWe are our problems not our leaders',Nigeria,2020-03-01 17:02:30
b'Is it only me. I am not worried about this corona virus thing one bit.\nThings we survive in Nigeria is more than corona virus.',"Lagos, Nigeria",2020-03-01 17:01:19
b'@GarShehu You have simply hinted that Nigeria should expect the worst because your Goverment that is unable to handle malaria is now faced   with Corona Virus. Fool.',,2020-03-01 16:56:28
"b""@pulte Corona Virus just got to Lagos, Nigeria and there's been a hike in the price of sanitizers and masks...help is needed here""","Lagos, Nigeria",2020-03-01 16:53:43
b'@rizickysuphl @raymondflexz Latest News updates \xf0\x9f\x92\xa1\nHow corona virus got into Nigeria \nhttps://t.co/LN0V3Bfhid\nSantiago bernabeu will determine laliga \nhttps://t.co/oRqIcA9vi8\n#ElClasico \n#MUFC \n#COVID19Nigeria \n#Foolishsarkfans \n#March2020 Drake Beyonce  De Gea #Barcelona #EVEMUN #Sarkodie #March1st',,2020-03-01 16:44:17
b'@Ruhul_cr7 @raymondflexz Latest News updates \xf0\x9f\x92\xa1\nHow corona virus got into Nigeria \nhttps://t.co/LN0V3Bfhid\nSantiago bernabeu will determine laliga \nhttps://t.co/oRqIcA9vi8\n#ElClasico \n#MUFC \n#COVID19Nigeria \n#Foolishsarkfans \n#March2020 Drake Beyonce  De Gea #Barcelona #EVEMUN #Sarkodie #March1st',,2020-03-01 16:41:36
"b""I am cautiously optimistic that Nigeria is currently well prepared to deal with the Corona virus, and that's due to the Nigeria Centre for Disease Control @NCDCgov, and the Director General Dr Chikwe Ihekweazu @Chikwe_I. The work they've done is nothing short of incredible. (1)""",Nigeria,2020-03-01 16:41:19
b'@DanielMavine Latest News updates \xf0\x9f\x92\xa1\nHow corona virus got into Nigeria \nhttps://t.co/LN0V3Bfhid\nSantiago bernabeu will determine laliga \nhttps://t.co/oRqIcA9vi8\n#ElClasico \n#MUFC \n#COVID19Nigeria \n#Foolishsarkfans \n#March2020 Drake Beyonce  De Gea #Barcelona #EVEMUN #Sarkodie #March1st',,2020-03-01 16:41:19
"b'@_Precognitive_ Im sharing an article I read online. There are 3 cases of corona virus reported in Africa( Egypt, Nigeria n Algeria) with no deaths. Health experts are still trying to figure out why Africa doesn\xe2\x80\x99t have an outbreak since our health care system is well f*ckd up.'","Newcastle, South Africa",2020-03-01 16:40:38
"b""@Iammatfred @GarShehu He wants attention on the evil of malaria too. Malaria kills more people in Nigeria than Corona Virus has done globally. In essence, after CONVID-19 is dealt with, we'll go back to living like malaria is not a thing in Nigeria. We need to deal with it...""","Lagos, Nigeria",2020-03-01 16:40:24
"b'That the Corona virus is now in Nigeria is no longer news.\n\nDear fellow parents, now is the time to be extra responsible.\n\nLet us teach our kids how to be safe; basic hygiene, and avoid sick people.'",,2020-03-01 16:36:09
"b'Sunday giggles...\n\n.\n\nReposted from @williamsuchemba Please Corona virus is begging for deportation from Nigeria. @ Lagos, Nigeria https://t.co/S6TdghVv05'",Eko Akete,2020-03-01 16:25:49
"b'This of you always begging anon for something, it was Mr Anon that brought Corona virus into Nigeria. Ebola had a name to it but Coronavirus does not. Who be fool?'",,2020-03-01 16:15:06
"b'Corona virus : FG\xc2\xa0 on top of situation, PDP seeking cheap political gains \xe2\x80\x93 APC #NigeriaNews, #Nigeria, #News https://t.co/a5OmLkzxBl https://t.co/UwbNrbd0pW'","Federal Capital Territory, Nig",2020-03-01 16:14:49
"b'Fantastic work by Lagos state government, Nigeria is indeed prepared for Corona virus #Conavid19 https://t.co/0y9aVBFnEC'",,2020-03-01 16:09:05
b'@SABCNewsOnline If there\xe2\x80\x99s any country that needs corona virus it\xe2\x80\x99s Nigeria',"Ga Manchidi, South Africa",2020-03-01 16:07:45
b'Lagos state has been trending on how her govt is handling the corona virus issue in Nigeria but how prepared are other states should a new case be reported in another state. Being proactive will always be  better than being reactive. @Fmohnigeria @NCDCgov.',"Enfield, London",2020-03-01 16:02:08
b'@GarShehu I kept wondering the type of weed they smoke in that presidency...how can you be comparing Corona virus to malaria.....I weep for Nigeria!',"Lagos, Nigeria",2020-03-01 16:00:26
b'@rizickyusuph6 Latest News updates \xf0\x9f\x92\xa1\nHow corona virus got into Nigeria \nhttps://t.co/LN0V3Bfhid',,2020-03-01 15:42:13
b'I can not begin to imagine how many church sermons all over Nigeria... That had to relate to corona virus today',Somewhere on earth,2020-03-01 15:35:51
b'Corona Virus (COVID-19) Update in\xc2\xa0Nigeria https://t.co/85G4zVWS8M',International,2020-03-01 15:35:13
"b""CV means corona virus. Nigeria too like abbreviation. Soon they will say pls I don't want ur CV here no job. Case closed""",Nigeria ,2020-03-01 15:31:26
"b""Health officials in Nigeria which confirmed sub-Saharan Africa's first corona-virus case have been in touch with scores of people who may have been exposed to Italian man who is country's first coronavirus patient. The Lagos state health commissioner says it's around 100 people.""",South Africa,2020-03-01 15:30:39
"b""I don't know where the confidence is coming from anyway but I know Nigeria will contain Corona Virus.\xf0\x9f\x92\xaa""","Lagos, Nigeria",2020-03-01 15:25:25
b'Casalinda Hotel and their style of determining who has Corona virus.\n\nThis story is a definition of Nigeria no get sense. Like thinking faculty is far. The nerves to discriminate this couple/ wife for having an Italian husband who has been in the country before the breakout',,2020-03-01 15:24:46
"b'As a medical student currently in China, I know a little about the prevention and control of CoVid19 \xf0\x9f\xa6\xa0(Corona virus) that I thought I should share due to the onset of the virus in Nigeria. A thread:'",,2020-03-01 15:19:48
b'Oya oo oruola na omume. Biko let all the men of God claiming to perform magic sorry miracle come and cure the Italian man that brought corona virus into Nigeria. I will mention names ooooo. Hmm!!!!',"Lagos, Nigeria",2020-03-01 15:03:52
"b""To all the Yahoo prophets in Nigeria.\nSince you people couldn't predict/ Prophecies the coming of Corona Virus in Nigeria, its better Mbaka and Co resigns same with @MBuhari""","Ogogoro Village, Nigeria",2020-03-01 15:01:24
b'#CoronaVirusUpdate\nCorona virus : Hey i just arrived lagos Nigeria \n\nMe : https://t.co/R8iWbbOPn6',at the rodeo,2020-03-01 15:00:32
b'@OfficialPDPNig @MBuhari @USEmbassyAbuja @inecnigeria @officialKolaO @10DowningStreet @GOVUK @UKinNigeria @EUinNigeria @UN @UcheSecondus @EU_Commission The president is not aware that there is any Corona virus killing people in Nigeria or China. Never aware of anything!',"Lagos, Nigeria",2020-03-01 15:00:30
"b'This so called corona virus in Nigeria  but I have a question to ask, why is his identity hidden from the public?'",abuja,2020-03-01 15:00:03
b'Anglican priest brought a Dr. to address the church congregation... but a pastor somewhere in Nigeria will tell the congregation to come for corona virus deliverance service on Wednesday',lagos,2020-03-01 14:57:43
"b""I am cautiously optimistic that Nigeria is currently well prepared to deal with the Corona virus, and that's due to the Nigeria Centre for Disease Control @NCDCgov, and the Director General Dr Chikwe Ihekweazu @Chikwe_I. The work they've done is nothing short of incredible. (1)""","ÜT: 6.444257,3.427152",2020-03-01 14:54:54
"b""@GarShehu If corona virus had been in Nigeria as long as malaria had, you won't be alive to tweet this, this.... Mtchhheeww""",,2020-03-01 14:44:57
